Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Transcript type
ENSRNOG00000048837,ENSRNOG00000048837.2,ENSRNOT00000071358,ENSRNOT00000071358.2,protein_coding
ENSRNOG00000032558,ENSRNOG00000032558.4,ENSRNOT00000042211,ENSRNOT00000042211.4,protein_coding
ENSRNOG00000004588,ENSRNOG00000004588.6,ENSRNOT00000006050,ENSRNOT00000006050.6,protein_coding
ENSRNOG00000050654,ENSRNOG00000050654.1,ENSRNOT00000045439,ENSRNOT00000045439.1,protein_coding
ENSRNOG00000048275,ENSRNOG00000048275.2,ENSRNOT00000071925,ENSRNOT00000071925.2,protein_coding
ENSRNOG00000022890,ENSRNOG00000022890.7,ENSRNOT00000030112,ENSRNOT00000030112.5,protein_coding
ENSRNOG00000029479,ENSRNOG00000029479.4,ENSRNOT00000051823,ENSRNOT00000051823.4,protein_coding
ENSRNOG00000029773,ENSRNOG00000029773.5,ENSRNOT00000086812,ENSRNOT00000086812.1,protein_coding
ENSRNOG00000029773,ENSRNOG00000029773.5,ENSRNOT00000050555,ENSRNOT00000050555.3,protein_coding
ENSRNOG00000004649,ENSRNOG00000004649.4,ENSRNOT00000006308,ENSRNOT00000006308.4,protein_coding
ENSRNOG00000052232,ENSRNOG00000052232.1,ENSRNOT00000087329,ENSRNOT00000087329.1,protein_coding
ENSRNOG00000050521,ENSRNOG00000050521.1,ENSRNOT00000073130,ENSRNOT00000073130.1,protein_coding
ENSRNOG00000037124,ENSRNOG00000037124.2,ENSRNOT00000055995,ENSRNOT00000055995.2,protein_coding
ENSRNOG00000045918,ENSRNOG00000045918.3,ENSRNOT00000070962,ENSRNOT00000070962.3,protein_coding
ENSRNOG00000014834,ENSRNOG00000014834.7,ENSRNOT00000019968,ENSRNOT00000019968.7,protein_coding
ENSRNOG00000003357,ENSRNOG00000003357.4,ENSRNOT00000004956,ENSRNOT00000004956.4,protein_coding
ENSRNOG00000020460,ENSRNOG00000020460.5,ENSRNOT00000027734,ENSRNOT00000027734.5,protein_coding
ENSRNOG00000046741,ENSRNOG00000046741.3,ENSRNOT00000074150,ENSRNOT00000074150.3,protein_coding
ENSRNOG00000013225,ENSRNOG00000013225.6,ENSRNOT00000017996,ENSRNOT00000017996.6,protein_coding
ENSRNOG00000032310,ENSRNOG00000032310.2,ENSRNOT00000044428,ENSRNOT00000044428.2,protein_coding
ENSRNOG00000033030,ENSRNOG00000033030.3,ENSRNOT00000042119,ENSRNOT00000042119.3,processed_pseudogene
ENSRNOG00000019592,ENSRNOG00000019592.7,ENSRNOT00000026491,ENSRNOT00000026491.8,protein_coding
ENSRNOG00000019592,ENSRNOG00000019592.7,ENSRNOT00000056724,ENSRNOT00000056724.5,protein_coding
ENSRNOG00000011745,ENSRNOG00000011745.4,ENSRNOT00000015946,ENSRNOT00000015946.4,protein_coding
ENSRNOG00000001271,ENSRNOG00000001271.6,ENSRNOT00000079333,ENSRNOT00000079333.1,protein_coding
ENSRNOG00000001271,ENSRNOG00000001271.6,ENSRNOT00000039057,ENSRNOT00000039057.3,protein_coding
ENSRNOG00000020821,ENSRNOG00000020821.5,ENSRNOT00000028247,ENSRNOT00000028247.5,protein_coding
ENSRNOG00000021274,ENSRNOG00000021274.6,ENSRNOT00000028901,ENSRNOT00000028901.6,protein_coding
ENSRNOG00000014187,ENSRNOG00000014187.6,ENSRNOT00000019267,ENSRNOT00000019267.6,protein_coding
ENSRNOG00000016100,ENSRNOG00000016100.5,ENSRNOT00000021543,ENSRNOT00000021543.5,protein_coding
ENSRNOG00000003210,ENSRNOG00000003210.2,ENSRNOT00000004282,ENSRNOT00000004282.2,protein_coding
ENSRNOG00000004438,ENSRNOG00000004438.4,ENSRNOT00000006219,ENSRNOT00000006219.4,protein_coding
ENSRNOG00000004438,ENSRNOG00000004438.4,ENSRNOT00000080621,ENSRNOT00000080621.1,protein_coding
ENSRNOG00000000963,ENSRNOG00000000963.7,ENSRNOT00000048474,ENSRNOT00000048474.5,protein_coding
ENSRNOG00000042229,ENSRNOG00000042229.3,ENSRNOT00000059157,ENSRNOT00000059157.4,protein_coding
ENSRNOG00000009431,ENSRNOG00000009431.8,ENSRNOT00000012600,ENSRNOT00000012600.8,protein_coding
ENSRNOG00000009431,ENSRNOG00000009431.8,ENSRNOT00000064942,ENSRNOT00000064942.4,protein_coding
ENSRNOG00000057118,ENSRNOG00000057118.1,ENSRNOT00000087263,ENSRNOT00000087263.1,protein_coding
ENSRNOG00000014743,ENSRNOG00000014743.5,ENSRNOT00000020192,ENSRNOT00000020192.5,protein_coding
ENSRNOG00000010821,ENSRNOG00000010821.7,ENSRNOT00000014413,ENSRNOT00000014413.7,protein_coding
ENSRNOG00000015304,ENSRNOG00000015304.5,ENSRNOT00000020609,ENSRNOT00000020609.5,protein_coding
ENSRNOG00000015359,ENSRNOG00000015359.7,ENSRNOT00000040516,ENSRNOT00000040516.5,protein_coding
ENSRNOG00000013906,ENSRNOG00000013906.6,ENSRNOT00000018677,ENSRNOT00000018677.6,protein_coding
ENSRNOG00000054681,ENSRNOG00000054681.1,ENSRNOT00000091830,ENSRNOT00000091830.1,protein_coding
ENSRNOG00000022669,ENSRNOG00000022669.4,ENSRNOT00000051619,ENSRNOT00000051619.3,protein_coding
ENSRNOG00000003194,ENSRNOG00000003194.6,ENSRNOT00000004262,ENSRNOT00000004262.6,pseudogene
ENSRNOG00000010492,ENSRNOG00000010492.7,ENSRNOT00000087322,ENSRNOT00000087322.1,protein_coding
ENSRNOG00000010492,ENSRNOG00000010492.7,ENSRNOT00000068083,ENSRNOT00000068083.1,protein_coding
ENSRNOG00000048917,ENSRNOG00000048917.2,ENSRNOT00000082933,ENSRNOT00000082933.1,protein_coding
ENSRNOG00000048917,ENSRNOG00000048917.2,ENSRNOT00000074452,ENSRNOT00000074452.1,protein_coding
ENSRNOG00000048917,ENSRNOG00000048917.2,ENSRNOT00000008542,ENSRNOT00000008542.2,protein_coding
ENSRNOG00000008518,ENSRNOG00000008518.4,ENSRNOT00000011295,ENSRNOT00000011295.4,protein_coding
ENSRNOG00000016710,ENSRNOG00000016710.2,ENSRNOT00000022385,ENSRNOT00000022385.2,processed_pseudogene
ENSRNOG00000001964,ENSRNOG00000001964.7,ENSRNOT00000078434,ENSRNOT00000078434.1,protein_coding
ENSRNOG00000001964,ENSRNOG00000001964.7,ENSRNOT00000078221,ENSRNOT00000078221.1,protein_coding
ENSRNOG00000001964,ENSRNOG00000001964.7,ENSRNOT00000050142,ENSRNOT00000050142.5,protein_coding
ENSRNOG00000015636,ENSRNOG00000015636.6,ENSRNOT00000021132,ENSRNOT00000021132.6,protein_coding
ENSRNOG00000021578,ENSRNOG00000021578.4,ENSRNOT00000060156,ENSRNOT00000060156.2,protein_coding
ENSRNOG00000013241,ENSRNOG00000013241.7,ENSRNOT00000054729,ENSRNOT00000054729.4,protein_coding
ENSRNOG00000057550,ENSRNOG00000057550.1,ENSRNOT00000090279,ENSRNOT00000090279.1,processed_pseudogene
ENSRNOG00000046040,ENSRNOG00000046040.1,ENSRNOT00000073040,ENSRNOT00000073040.1,protein_coding
ENSRNOG00000019177,ENSRNOG00000019177.6,ENSRNOT00000026112,ENSRNOT00000026112.5,protein_coding
ENSRNOG00000008394,ENSRNOG00000008394.3,ENSRNOT00000011168,ENSRNOT00000011168.3,protein_coding
ENSRNOG00000048210,ENSRNOG00000048210.1,ENSRNOT00000072317,ENSRNOT00000072317.1,protein_coding
ENSRNOG00000045989,ENSRNOG00000045989.2,ENSRNOT00000052292,ENSRNOT00000052292.4,protein_coding
ENSRNOG00000005730,ENSRNOG00000005730.7,ENSRNOT00000061903,ENSRNOT00000061903.2,protein_coding
ENSRNOG00000005730,ENSRNOG00000005730.7,ENSRNOT00000007769,ENSRNOT00000007769.6,protein_coding
ENSRNOG00000004192,ENSRNOG00000004192.7,ENSRNOT00000005619,ENSRNOT00000005619.7,protein_coding
ENSRNOG00000006004,ENSRNOG00000006004.6,ENSRNOT00000067912,ENSRNOT00000067912.1,protein_coding
ENSRNOG00000027938,ENSRNOG00000027938.5,ENSRNOT00000033359,ENSRNOT00000033359.5,protein_coding
ENSRNOG00000012218,ENSRNOG00000012218.5,ENSRNOT00000016348,ENSRNOT00000016348.3,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000017851,ENSRNOT00000017851.6,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000079440,ENSRNOT00000079440.1,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000083079,ENSRNOT00000083079.1,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000088892,ENSRNOT00000088892.1,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000092180,ENSRNOT00000092180.1,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000082718,ENSRNOT00000082718.1,protein_coding
ENSRNOG00000013103,ENSRNOG00000013103.6,ENSRNOT00000090520,ENSRNOT00000090520.1,protein_coding
ENSRNOG00000022619,ENSRNOG00000022619.6,ENSRNOT00000030919,ENSRNOT00000030919.5,protein_coding
ENSRNOG00000021048,ENSRNOG00000021048.7,ENSRNOT00000067679,ENSRNOT00000067679.3,protein_coding
ENSRNOG00000024330,ENSRNOG00000024330.4,ENSRNOT00000029755,ENSRNOT00000029755.2,protein_coding
ENSRNOG00000039404,ENSRNOG00000039404.4,ENSRNOT00000060386,ENSRNOT00000060386.4,protein_coding
ENSRNOG00000006033,ENSRNOG00000006033.6,ENSRNOT00000008262,ENSRNOT00000008262.6,protein_coding
ENSRNOG00000013110,ENSRNOG00000013110.6,ENSRNOT00000017712,ENSRNOT00000017712.6,protein_coding
ENSRNOG00000017963,ENSRNOG00000017963.5,ENSRNOT00000024149,ENSRNOT00000024149.5,protein_coding
ENSRNOG00000011471,ENSRNOG00000011471.5,ENSRNOT00000015367,ENSRNOT00000015367.5,protein_coding
ENSRNOG00000014288,ENSRNOG00000014288.8,ENSRNOT00000057585,ENSRNOT00000057585.4,protein_coding
ENSRNOG00000014288,ENSRNOG00000014288.8,ENSRNOT00000019772,ENSRNOT00000019772.6,protein_coding
ENSRNOG00000026898,ENSRNOG00000026898.4,ENSRNOT00000037106,ENSRNOT00000037106.4,protein_coding
ENSRNOG00000042424,ENSRNOG00000042424.1,ENSRNOT00000067319,ENSRNOT00000067319.1,protein_coding
ENSRNOG00000000104,ENSRNOG00000000104.5,ENSRNOT00000000116,ENSRNOT00000000116.5,protein_coding
ENSRNOG00000006068,ENSRNOG00000006068.6,ENSRNOT00000008159,ENSRNOT00000008159.6,protein_coding
ENSRNOG00000053812,ENSRNOG00000053812.1,ENSRNOT00000088465,ENSRNOT00000088465.1,protein_coding
ENSRNOG00000015416,ENSRNOG00000015416.5,ENSRNOT00000021403,ENSRNOT00000021403.5,protein_coding
ENSRNOG00000015716,ENSRNOG00000015716.5,ENSRNOT00000092022,ENSRNOT00000092022.1,protein_coding
ENSRNOG00000015716,ENSRNOG00000015716.5,ENSRNOT00000021249,ENSRNOT00000021249.2,protein_coding
ENSRNOG00000058943,ENSRNOG00000058943.1,ENSRNOT00000079450,ENSRNOT00000079450.1,protein_coding
ENSRNOG00000032552,ENSRNOG00000032552.5,ENSRNOT00000087294,ENSRNOT00000087294.1,protein_coding
ENSRNOG00000032552,ENSRNOG00000032552.5,ENSRNOT00000037708,ENSRNOT00000037708.6,protein_coding
ENSRNOG00000015235,ENSRNOG00000015235.6,ENSRNOT00000020620,ENSRNOT00000020620.6,protein_coding
ENSRNOG00000031769,ENSRNOG00000031769.3,ENSRNOT00000047889,ENSRNOT00000047889.3,protein_coding
ENSRNOG00000015502,ENSRNOG00000015502.7,ENSRNOT00000020907,ENSRNOT00000020907.7,protein_coding
ENSRNOG00000009773,ENSRNOG00000009773.6,ENSRNOT00000012999,ENSRNOT00000012999.6,protein_coding
ENSRNOG00000017876,ENSRNOG00000017876.6,ENSRNOT00000024218,ENSRNOT00000024218.6,protein_coding
ENSRNOG00000004521,ENSRNOG00000004521.8,ENSRNOT00000066702,ENSRNOT00000066702.4,protein_coding
ENSRNOG00000014154,ENSRNOG00000014154.7,ENSRNOT00000048214,ENSRNOT00000048214.2,protein_coding
ENSRNOG00000014154,ENSRNOG00000014154.7,ENSRNOT00000077362,ENSRNOT00000077362.1,protein_coding
ENSRNOG00000045610,ENSRNOG00000045610.1,ENSRNOT00000044955,ENSRNOT00000044955.1,protein_coding
ENSRNOG00000021913,ENSRNOG00000021913.4,ENSRNOT00000029591,ENSRNOT00000029591.3,protein_coding
ENSRNOG00000002657,ENSRNOG00000002657.7,ENSRNOT00000090693,ENSRNOT00000090693.1,protein_coding
ENSRNOG00000002657,ENSRNOG00000002657.7,ENSRNOT00000003630,ENSRNOT00000003630.6,protein_coding
ENSRNOG00000021085,ENSRNOG00000021085.8,ENSRNOT00000028628,ENSRNOT00000028628.7,protein_coding
ENSRNOG00000021085,ENSRNOG00000021085.8,ENSRNOT00000044866,ENSRNOT00000044866.5,protein_coding
ENSRNOG00000013889,ENSRNOG00000013889.6,ENSRNOT00000018603,ENSRNOT00000018603.5,protein_coding
ENSRNOG00000054322,ENSRNOG00000054322.1,ENSRNOT00000092000,ENSRNOT00000092000.1,pseudogene
ENSRNOG00000060995,ENSRNOG00000060995.1,ENSRNOT00000071962,ENSRNOT00000071962.2,protein_coding
ENSRNOG00000015909,ENSRNOG00000015909.2,ENSRNOT00000021296,ENSRNOT00000021296.2,protein_coding
ENSRNOG00000026157,ENSRNOG00000026157.6,ENSRNOT00000030771,ENSRNOT00000030771.6,protein_coding
ENSRNOG00000013372,ENSRNOG00000013372.5,ENSRNOT00000017870,ENSRNOT00000017870.5,protein_coding
ENSRNOG00000017113,ENSRNOG00000017113.7,ENSRNOT00000024602,ENSRNOT00000024602.7,protein_coding
ENSRNOG00000017113,ENSRNOG00000017113.7,ENSRNOT00000091645,ENSRNOT00000091645.1,protein_coding
ENSRNOG00000024630,ENSRNOG00000024630.7,ENSRNOT00000074412,ENSRNOT00000074412.3,protein_coding
ENSRNOG00000046188,ENSRNOG00000046188.1,ENSRNOT00000040224,ENSRNOT00000040224.1,protein_coding
ENSRNOG00000016638,ENSRNOG00000016638.5,ENSRNOT00000041789,ENSRNOT00000041789.2,protein_coding
ENSRNOG00000011909,ENSRNOG00000011909.6,ENSRNOT00000016327,ENSRNOT00000016327.5,protein_coding
ENSRNOG00000058402,ENSRNOG00000058402.1,ENSRNOT00000072578,ENSRNOT00000072578.1,pseudogene
ENSRNOG00000010930,ENSRNOG00000010930.6,ENSRNOT00000015562,ENSRNOT00000015562.6,protein_coding
ENSRNOG00000032817,ENSRNOG00000032817.1,ENSRNOT00000048152,ENSRNOT00000048152.1,protein_coding
ENSRNOG00000009564,ENSRNOG00000009564.5,ENSRNOT00000012668,ENSRNOT00000012668.5,protein_coding
ENSRNOG00000014282,ENSRNOG00000014282.3,ENSRNOT00000019155,ENSRNOT00000019155.3,protein_coding
ENSRNOG00000047314,ENSRNOG00000047314.2,ENSRNOT00000071420,ENSRNOT00000071420.2,protein_coding
ENSRNOG00000047313,ENSRNOG00000047313.2,ENSRNOT00000044464,ENSRNOT00000044464.4,protein_coding
ENSRNOG00000011178,ENSRNOG00000011178.5,ENSRNOT00000041617,ENSRNOT00000041617.3,protein_coding
ENSRNOG00000020066,ENSRNOG00000020066.3,ENSRNOT00000027179,ENSRNOT00000027179.3,protein_coding
ENSRNOG00000005045,ENSRNOG00000005045.7,ENSRNOT00000006755,ENSRNOT00000006755.6,protein_coding
ENSRNOG00000005045,ENSRNOG00000005045.7,ENSRNOT00000077715,ENSRNOT00000077715.1,protein_coding
ENSRNOG00000007038,ENSRNOG00000007038.7,ENSRNOT00000009418,ENSRNOT00000009418.7,protein_coding
ENSRNOG00000051946,ENSRNOG00000051946.1,ENSRNOT00000091018,ENSRNOT00000091018.1,snRNA
ENSRNOG00000012604,ENSRNOG00000012604.5,ENSRNOT00000016819,ENSRNOT00000016819.5,protein_coding
ENSRNOG00000012604,ENSRNOG00000012604.5,ENSRNOT00000064580,ENSRNOT00000064580.1,protein_coding
ENSRNOG00000012604,ENSRNOG00000012604.5,ENSRNOT00000090202,ENSRNOT00000090202.1,protein_coding
ENSRNOG00000036404,ENSRNOG00000036404.1,ENSRNOT00000043659,ENSRNOT00000043659.2,miRNA
ENSRNOG00000021119,ENSRNOG00000021119.6,ENSRNOT00000028674,ENSRNOT00000028674.6,protein_coding
ENSRNOG00000016687,ENSRNOG00000016687.5,ENSRNOT00000022480,ENSRNOT00000022480.5,protein_coding
ENSRNOG00000057537,ENSRNOG00000057537.1,ENSRNOT00000092149,ENSRNOT00000092149.1,snoRNA
ENSRNOG00000055519,ENSRNOG00000055519.1,ENSRNOT00000088772,ENSRNOT00000088772.1,protein_coding
ENSRNOG00000051929,ENSRNOG00000051929.1,ENSRNOT00000091449,ENSRNOT00000091449.1,protein_coding
ENSRNOG00000051929,ENSRNOG00000051929.1,ENSRNOT00000084095,ENSRNOT00000084095.1,protein_coding
ENSRNOG00000056927,ENSRNOG00000056927.1,ENSRNOT00000087880,ENSRNOT00000087880.1,snRNA
ENSRNOG00000061218,ENSRNOG00000061218.1,ENSRNOT00000086807,ENSRNOT00000086807.1,protein_coding
ENSRNOG00000056879,ENSRNOG00000056879.1,ENSRNOT00000079344,ENSRNOT00000079344.1,snoRNA
ENSRNOG00000003866,ENSRNOG00000003866.7,ENSRNOT00000005143,ENSRNOT00000005143.6,protein_coding
ENSRNOG00000003866,ENSRNOG00000003866.7,ENSRNOT00000091514,ENSRNOT00000091514.1,protein_coding
ENSRNOG00000061736,ENSRNOG00000061736.1,ENSRNOT00000085511,ENSRNOT00000085511.1,snoRNA
ENSRNOG00000061526,ENSRNOG00000061526.1,ENSRNOT00000090515,ENSRNOT00000090515.1,protein_coding
ENSRNOG00000036260,ENSRNOG00000036260.1,ENSRNOT00000054383,ENSRNOT00000054383.1,miRNA
ENSRNOG00000035461,ENSRNOG00000035461.1,ENSRNOT00000053584,ENSRNOT00000053584.1,miRNA
ENSRNOG00000023951,ENSRNOG00000023951.5,ENSRNOT00000024679,ENSRNOT00000024679.6,protein_coding
ENSRNOG00000052873,ENSRNOG00000052873.1,ENSRNOT00000079479,ENSRNOT00000079479.1,protein_coding
ENSRNOG00000052873,ENSRNOG00000052873.1,ENSRNOT00000078608,ENSRNOT00000078608.1,protein_coding
ENSRNOG00000052873,ENSRNOG00000052873.1,ENSRNOT00000090834,ENSRNOT00000090834.1,protein_coding
ENSRNOG00000043137,ENSRNOG00000043137.1,ENSRNOT00000066715,ENSRNOT00000066715.1,protein_coding
ENSRNOG00000059245,ENSRNOG00000059245.1,ENSRNOT00000087132,ENSRNOT00000087132.1,protein_coding
ENSRNOG00000054972,ENSRNOG00000054972.1,ENSRNOT00000078322,ENSRNOT00000078322.1,protein_coding
ENSRNOG00000044264,ENSRNOG00000044264.1,ENSRNOT00000069531,ENSRNOT00000069531.1,rRNA
ENSRNOG00000020411,ENSRNOG00000020411.6,ENSRNOT00000027665,ENSRNOT00000027665.6,protein_coding
ENSRNOG00000000979,ENSRNOG00000000979.5,ENSRNOT00000001295,ENSRNOT00000001295.5,protein_coding
ENSRNOG00000056492,ENSRNOG00000056492.1,ENSRNOT00000090969,ENSRNOT00000090969.1,snoRNA
ENSRNOG00000025745,ENSRNOG00000025745.2,ENSRNOT00000036537,ENSRNOT00000036537.2,protein_coding
ENSRNOG00000031208,ENSRNOG00000031208.4,ENSRNOT00000052360,ENSRNOT00000052360.1,protein_coding
ENSRNOG00000031208,ENSRNOG00000031208.4,ENSRNOT00000085832,ENSRNOT00000085832.1,protein_coding
ENSRNOG00000013969,ENSRNOG00000013969.6,ENSRNOT00000019076,ENSRNOT00000019076.6,protein_coding
ENSRNOG00000019243,ENSRNOG00000019243.5,ENSRNOT00000026081,ENSRNOT00000026081.5,protein_coding
ENSRNOG00000054571,ENSRNOG00000054571.1,ENSRNOT00000082343,ENSRNOT00000082343.1,snoRNA
ENSRNOG00000016177,ENSRNOG00000016177.6,ENSRNOT00000022020,ENSRNOT00000022020.6,protein_coding
ENSRNOG00000029558,ENSRNOG00000029558.4,ENSRNOT00000045052,ENSRNOT00000045052.4,protein_coding
ENSRNOG00000058062,ENSRNOG00000058062.1,ENSRNOT00000090209,ENSRNOT00000090209.1,snoRNA
ENSRNOG00000007680,ENSRNOG00000007680.4,ENSRNOT00000046595,ENSRNOT00000046595.2,protein_coding
ENSRNOG00000056611,ENSRNOG00000056611.1,ENSRNOT00000089028,ENSRNOT00000089028.1,snRNA
ENSRNOG00000002134,ENSRNOG00000002134.8,ENSRNOT00000071877,ENSRNOT00000071877.3,protein_coding
ENSRNOG00000002134,ENSRNOG00000002134.8,ENSRNOT00000040985,ENSRNOT00000040985.5,protein_coding
ENSRNOG00000002134,ENSRNOG00000002134.8,ENSRNOT00000074889,ENSRNOT00000074889.1,protein_coding
ENSRNOG00000052711,ENSRNOG00000052711.1,ENSRNOT00000085261,ENSRNOT00000085261.1,misc_RNA
ENSRNOG00000052775,ENSRNOG00000052775.1,ENSRNOT00000078158,ENSRNOT00000078158.1,protein_coding
ENSRNOG00000060631,ENSRNOG00000060631.1,ENSRNOT00000080432,ENSRNOT00000080432.1,snRNA
ENSRNOG00000011484,ENSRNOG00000011484.5,ENSRNOT00000015278,ENSRNOT00000015278.5,protein_coding
ENSRNOG00000030145,ENSRNOG00000030145.5,ENSRNOT00000041610,ENSRNOT00000041610.5,protein_coding
ENSRNOG00000054249,ENSRNOG00000054249.1,ENSRNOT00000088418,ENSRNOT00000088418.1,miRNA
ENSRNOG00000010516,ENSRNOG00000010516.5,ENSRNOT00000014273,ENSRNOT00000014273.5,protein_coding
ENSRNOG00000049185,ENSRNOG00000049185.1,ENSRNOT00000058389,ENSRNOT00000058389.3,protein_coding
ENSRNOG00000047493,ENSRNOG00000047493.3,ENSRNOT00000046598,ENSRNOT00000046598.6,protein_coding
ENSRNOG00000047493,ENSRNOG00000047493.3,ENSRNOT00000043374,ENSRNOT00000043374.3,protein_coding
ENSRNOG00000059718,ENSRNOG00000059718.1,ENSRNOT00000081322,ENSRNOT00000081322.1,snRNA
ENSRNOG00000017348,ENSRNOG00000017348.2,ENSRNOT00000023327,ENSRNOT00000023327.2,protein_coding
ENSRNOG00000046694,ENSRNOG00000046694.1,ENSRNOT00000071401,ENSRNOT00000071401.1,miRNA
ENSRNOG00000004421,ENSRNOG00000004421.6,ENSRNOT00000006051,ENSRNOT00000006051.6,protein_coding
ENSRNOG00000038758,ENSRNOG00000038758.3,ENSRNOT00000059211,ENSRNOT00000059211.3,protein_coding
ENSRNOG00000053488,ENSRNOG00000053488.1,ENSRNOT00000085587,ENSRNOT00000085587.1,snRNA
ENSRNOG00000048410,ENSRNOG00000048410.1,ENSRNOT00000070791,ENSRNOT00000070791.1,miRNA
ENSRNOG00000054604,ENSRNOG00000054604.1,ENSRNOT00000072326,ENSRNOT00000072326.1,pseudogene
ENSRNOG00000031485,ENSRNOG00000031485.4,ENSRNOT00000026968,ENSRNOT00000026968.6,protein_coding
ENSRNOG00000060871,ENSRNOG00000060871.1,ENSRNOT00000087024,ENSRNOT00000087024.1,snRNA
ENSRNOG00000001090,ENSRNOG00000001090.5,ENSRNOT00000001446,ENSRNOT00000001446.5,protein_coding
ENSRNOG00000007256,ENSRNOG00000007256.6,ENSRNOT00000009718,ENSRNOT00000009718.6,protein_coding
ENSRNOG00000053308,ENSRNOG00000053308.1,ENSRNOT00000086904,ENSRNOT00000086904.1,snRNA
ENSRNOG00000054903,ENSRNOG00000054903.1,ENSRNOT00000079570,ENSRNOT00000079570.1,lincRNA
ENSRNOG00000061263,ENSRNOG00000061263.1,ENSRNOT00000082432,ENSRNOT00000082432.1,lincRNA
ENSRNOG00000052453,ENSRNOG00000052453.1,ENSRNOT00000089312,ENSRNOT00000089312.1,lincRNA
ENSRNOG00000059727,ENSRNOG00000059727.1,ENSRNOT00000091266,ENSRNOT00000091266.1,snRNA
ENSRNOG00000028299,ENSRNOG00000028299.5,ENSRNOT00000033652,ENSRNOT00000033652.5,protein_coding
ENSRNOG00000055081,ENSRNOG00000055081.1,ENSRNOT00000084688,ENSRNOT00000084688.1,lincRNA
ENSRNOG00000058266,ENSRNOG00000058266.1,ENSRNOT00000087994,ENSRNOT00000087994.1,lincRNA
ENSRNOG00000041566,ENSRNOG00000041566.1,ENSRNOT00000063319,ENSRNOT00000063319.1,miRNA
ENSRNOG00000051888,ENSRNOG00000051888.1,ENSRNOT00000091950,ENSRNOT00000091950.1,lincRNA
ENSRNOG00000008800,ENSRNOG00000008800.2,ENSRNOT00000011632,ENSRNOT00000011632.2,protein_coding
ENSRNOG00000004075,ENSRNOG00000004075.7,ENSRNOT00000005423,ENSRNOT00000005423.6,protein_coding
ENSRNOG00000047712,ENSRNOG00000047712.1,ENSRNOT00000074322,ENSRNOT00000074322.1,protein_coding
ENSRNOG00000055250,ENSRNOG00000055250.1,ENSRNOT00000091734,ENSRNOT00000091734.1,lincRNA
ENSRNOG00000056772,ENSRNOG00000056772.1,ENSRNOT00000079180,ENSRNOT00000079180.1,protein_coding
ENSRNOG00000058435,ENSRNOG00000058435.1,ENSRNOT00000090016,ENSRNOT00000090016.1,snRNA
ENSRNOG00000053060,ENSRNOG00000053060.1,ENSRNOT00000081891,ENSRNOT00000081891.1,protein_coding
ENSRNOG00000053060,ENSRNOG00000053060.1,ENSRNOT00000085829,ENSRNOT00000085829.1,protein_coding
ENSRNOG00000061178,ENSRNOG00000061178.1,ENSRNOT00000090909,ENSRNOT00000090909.1,lincRNA
ENSRNOG00000003931,ENSRNOG00000003931.5,ENSRNOT00000005257,ENSRNOT00000005257.5,protein_coding
ENSRNOG00000048494,ENSRNOG00000048494.1,ENSRNOT00000073030,ENSRNOT00000073030.1,miRNA
ENSRNOG00000025608,ENSRNOG00000025608.4,ENSRNOT00000082156,ENSRNOT00000082156.1,protein_coding
ENSRNOG00000025608,ENSRNOG00000025608.4,ENSRNOT00000035411,ENSRNOT00000035411.4,protein_coding
ENSRNOG00000007345,ENSRNOG00000007345.7,ENSRNOT00000090918,ENSRNOT00000090918.1,protein_coding
ENSRNOG00000007345,ENSRNOG00000007345.7,ENSRNOT00000049482,ENSRNOT00000049482.4,protein_coding
ENSRNOG00000045914,ENSRNOG00000045914.1,ENSRNOT00000051416,ENSRNOT00000051416.1,protein_coding
ENSRNOG00000054732,ENSRNOG00000054732.1,ENSRNOT00000089927,ENSRNOT00000089927.1,protein_coding
ENSRNOG00000026564,ENSRNOG00000026564.6,ENSRNOT00000060550,ENSRNOT00000060550.3,protein_coding
ENSRNOG00000026564,ENSRNOG00000026564.6,ENSRNOT00000089140,ENSRNOT00000089140.1,protein_coding
ENSRNOG00000015117,ENSRNOG00000015117.5,ENSRNOT00000020297,ENSRNOT00000020297.5,protein_coding
ENSRNOG00000054518,ENSRNOG00000054518.1,ENSRNOT00000079318,ENSRNOT00000079318.1,snoRNA
ENSRNOG00000007663,ENSRNOG00000007663.7,ENSRNOT00000010383,ENSRNOT00000010383.7,protein_coding
ENSRNOG00000058151,ENSRNOG00000058151.1,ENSRNOT00000083064,ENSRNOT00000083064.1,protein_coding
ENSRNOG00000015895,ENSRNOG00000015895.7,ENSRNOT00000021764,ENSRNOT00000021764.7,protein_coding
ENSRNOG00000015895,ENSRNOG00000015895.7,ENSRNOT00000091696,ENSRNOT00000091696.1,protein_coding
ENSRNOG00000015895,ENSRNOG00000015895.7,ENSRNOT00000091557,ENSRNOT00000091557.1,protein_coding
